adamko2_file.txt,10080,adamko2,
05-Big_Egos.mp3,9559644,adamko3,
chuj.png,21764,adamko,
11-The_Next_Episode.mp3,6487659,adamko3,
17-Some_L_A__Niggaz.mp3,10632770,adamko3,
chuj.png,21764,adamko3,
randomfile14.txt,2318,adamko3,
randomfile2.txt,2318,adamko3,
randomfile20.txt,2318,adamko3,
randomfile27.txt,2318,adamko3,
randomfile33.txt,2318,adamko3,
randomfile4.txt,2318,adamko3,
randomfile41.txt,2318,adamko3,
randomfile5.txt,2318,adamko3,
randomfile56.txt,2318,adamko3,
randomfile70.txt,2318,adamko3,
randomfile77.txt,2318,adamko3,
randomfile81.txt,2318,adamko3,
randomfile88.txt,2318,adamko3,
randomfile91.txt,2318,adamko3,
randomfile96.txt,2318,adamko3,
fds fds fds fds123 .txt,0,adamko2,adamko
